frame,class,conf,x1,y1,x2,y2
212,72,0.3035629987716675,1649,185,1918,1066
212,72,0.27665236592292786,3,16,1676,1043
213,45,0.7181951999664307,962,767,1165,887
213,39,0.5454338788986206,1325,648,1366,760
213,39,0.43469732999801636,1323,649,1369,810
213,41,0.4294895529747009,44,750,111,841
213,39,0.37313562631607056,1375,653,1440,761
213,72,0.2998320460319519,1649,185,1918,1066
213,39,0.2984820604324341,1057,681,1118,760
213,72,0.26531869173049927,3,16,1675,1044
214,45,0.6973422169685364,960,771,1163,887
214,39,0.5707385540008545,1325,648,1366,759
214,41,0.45195361971855164,44,750,111,841
214,39,0.3952822983264923,1375,654,1440,761
214,72,0.3166995942592621,1650,185,1918,1066
214,39,0.25881752371788025,537,730,596,874
215,45,0.7009707093238831,960,771,1163,887
215,39,0.5739229917526245,1325,648,1366,759
215,41,0.4477604329586029,44,750,111,841
215,39,0.39859673380851746,1375,654,1440,761
215,72,0.31058716773986816,1650,185,1918,1066
215,39,0.2555648684501648,537,730,596,873
216,45,0.5282275080680847,962,776,1159,887
216,39,0.5102293491363525,1325,648,1367,759
216,39,0.42521044611930847,1324,650,1368,810
216,41,0.41435566544532776,44,750,111,841
216,72,0.40407609939575195,2,15,1700,1035
216,39,0.3536660671234131,1375,654,1440,761
216,72,0.29894188046455383,1649,185,1918,1066
217,45,0.5311134457588196,962,776,1160,886
217,39,0.518894374370575,1324,648,1366,759
217,39,0.4240185022354126,1324,649,1368,811
217,41,0.41750919818878174,44,750,111,841
217,72,0.40355491638183594,2,15,1700,1035
217,39,0.34648096561431885,1375,654,1440,761
217,72,0.2884310781955719,1649,185,1918,1066
218,45,0.5223454236984253,962,776,1159,887
218,39,0.5061098337173462,1324,648,1367,759
218,41,0.4438253343105316,44,750,111,841
218,39,0.41682881116867065,1324,650,1368,810
218,72,0.38746193051338196,2,15,1700,1032
218,39,0.34007003903388977,1375,656,1441,760
218,72,0.2814958691596985,1649,185,1918,1066
219,39,0.4913092255592346,1324,648,1367,759
219,41,0.451128214597702,44,750,111,841
219,72,0.3330548107624054,4,14,1703,1026
219,39,0.30776214599609375,1375,657,1441,760
219,72,0.27768564224243164,1651,186,1918,1069
220,39,0.4923318326473236,1324,648,1366,759
220,41,0.44765782356262207,45,750,111,841
220,72,0.3361916244029999,4,15,1701,1027
220,39,0.30951935052871704,1375,657,1441,760
220,72,0.2715756893157959,1651,186,1918,1069
221,45,0.478180855512619,969,734,1168,864
221,39,0.46489304304122925,1324,648,1366,759
221,41,0.4636196196079254,45,750,112,841
221,72,0.29717445373535156,1649,186,1918,1066
222,45,0.4739428162574768,969,734,1168,864
222,41,0.45742085576057434,45,750,112,841
222,39,0.45442652702331543,1324,648,1366,759
222,72,0.3035696744918823,1649,185,1918,1066
223,45,0.47138282656669617,969,734,1168,864
223,39,0.45491939783096313,1324,648,1366,759
223,41,0.45436784625053406,45,750,112,841
223,72,0.297250360250473,1649,185,1918,1066
224,41,0.4568980634212494,45,750,111,841
224,39,0.2715279459953308,1325,648,1366,764
224,72,0.2525235414505005,4,17,1687,1075
225,41,0.4701696038246155,45,750,111,841
225,39,0.2684814929962158,1324,649,1366,764
225,72,0.25457829236984253,5,17,1687,1075
226,41,0.4669480621814728,45,750,111,841
226,45,0.463442862033844,1006,765,1212,886
226,72,0.35807132720947266,5,11,1723,1056
227,41,0.467143177986145,45,750,111,841
227,45,0.4632470905780792,1006,765,1212,886
227,72,0.35316652059555054,5,11,1723,1055
228,41,0.4655323922634125,45,750,111,841
228,45,0.4578816592693329,1006,765,1212,886
228,72,0.35665449500083923,5,11,1723,1054
229,41,0.4464629292488098,45,750,111,841
229,45,0.4215497076511383,994,766,1216,886
229,72,0.41326114535331726,4,12,1716,1055
230,41,0.4465271830558777,45,750,111,841
230,45,0.4193260669708252,994,766,1216,886
230,72,0.40453431010246277,4,13,1712,1055
231,72,0.45016980171203613,2,10,1695,1073
231,41,0.4460775554180145,45,750,111,841
231,45,0.306771457195282,1014,766,1214,886
232,41,0.44716763496398926,45,750,111,841
232,72,0.44233444333076477,2,10,1695,1073
232,45,0.30117103457450867,1014,766,1214,886
233,41,0.4426627457141876,45,750,111,841
233,72,0.4346344769001007,2,10,1695,1073
233,45,0.29698944091796875,1013,766,1214,886
234,72,0.588115930557251,1,11,1683,1061
234,41,0.4436971843242645,45,750,111,841
235,72,0.5815010666847229,1,11,1684,1062
235,41,0.44085893034935,45,750,111,841
236,72,0.6205890774726868,0,12,1678,1067
236,41,0.44631868600845337,45,750,111,841
237,72,0.6184001564979553,0,12,1679,1067
237,41,0.4463096261024475,45,750,111,841
238,72,0.6191489100456238,0,11,1679,1067
238,41,0.44620847702026367,45,750,111,841
239,72,0.5535154342651367,0,12,1669,1068
239,41,0.45434892177581787,45,750,111,841
239,45,0.3674083948135376,1002,766,1213,886
240,72,0.5583754181861877,0,12,1667,1068
240,41,0.45395293831825256,44,750,111,841
240,45,0.3880445063114166,1005,766,1213,887
241,45,0.553641676902771,1009,766,1213,886
241,41,0.4562360942363739,44,751,112,841
242,45,0.5622723698616028,1009,766,1213,886
242,41,0.45516523718833923,44,751,112,841
242,39,0.25194936990737915,537,730,595,875
243,45,0.536888837814331,1009,767,1213,889
243,41,0.454959511756897,44,752,112,844
244,45,0.4370450973510742,1008,771,1211,895
244,41,0.39269551634788513,44,755,111,849
245,45,0.4516826272010803,1010,774,1211,898
245,41,0.4404235780239105,45,758,111,851
245,72,0.28144127130508423,0,10,1701,1058
246,72,0.41934141516685486,0,13,1690,1056
246,72,0.3926115036010742,1646,200,1918,1067
246,41,0.36870869994163513,45,764,112,858
246,39,0.365186870098114,1325,663,1367,774
247,72,0.41842395067214966,0,13,1691,1057
247,72,0.3906063735485077,1646,200,1918,1067
247,41,0.37005263566970825,45,764,112,858
247,39,0.36495450139045715,1325,663,1367,774
248,72,0.31976720690727234,1647,203,1918,1067
248,72,0.27789780497550964,0,13,1699,1007
248,41,0.260105162858963,46,771,111,863
249,39,0.31410735845565796,1325,676,1365,786
249,41,0.3004331588745117,45,776,112,868
249,72,0.2870107889175415,1,17,1674,1076
249,39,0.2751668691635132,539,751,595,899
250,39,0.3728761374950409,1324,683,1367,792
251,45,0.34574201703071594,1010,809,1212,929
252,45,0.3468942940235138,1010,809,1212,929
256,41,0.3110559582710266,45,824,111,915
257,41,0.31493696570396423,45,824,111,915
258,41,0.4502324163913727,46,833,110,924
259,41,0.4252159595489502,45,843,111,936
260,39,0.3703596591949463,1325,752,1368,862
260,41,0.33307313919067383,44,852,111,947
261,41,0.2895922362804413,46,864,111,957
262,41,0.2883981764316559,46,864,111,957
263,75,0.4231746792793274,792,2,1327,1014
263,39,0.2733455002307892,1325,772,1367,883
264,75,0.5933124423027039,947,224,1339,1012
264,75,0.35551875829696655,644,300,1033,999
264,41,0.25271034240722656,46,883,110,979
265,75,0.589785635471344,949,235,1338,1001
266,41,0.2509095370769501,45,906,111,998
268,75,0.2698863744735718,947,81,1336,978
269,41,0.27510178089141846,45,929,110,1021
269,75,0.27241888642311096,947,0,1338,1002
270,75,0.31965625286102295,944,0,1337,1003
270,41,0.25353965163230896,44,943,111,1034
273,0,0.2985256016254425,645,443,999,1071
274,0,0.5641692876815796,639,343,970,1069
275,0,0.5017963647842407,641,355,979,1074
275,75,0.28001168370246887,941,0,1334,1055
276,0,0.7932511568069458,572,33,1165,1075
277,0,0.7936551570892334,572,33,1165,1075
278,0,0.8287994265556335,574,47,1163,1074
279,33,0.4712037146091461,532,0,1238,1027
280,33,0.5100896954536438,526,1,1230,1030
283,0,0.256572961807251,646,1,1172,1038
286,33,0.4497204124927521,561,0,1223,1055
287,33,0.4484059810638428,561,0,1223,1055
288,33,0.43960124254226685,419,770,1491,1073
288,25,0.27710601687431335,5,4,1820,525
289,33,0.3116455078125,443,778,1481,1068
289,25,0.2513276934623718,5,3,1856,536
290,33,0.5127032995223999,453,788,1482,1069
290,25,0.280974417924881,5,4,1803,519
291,33,0.3661330044269562,454,797,1498,1075
291,25,0.26584139466285706,0,3,1833,534
292,33,0.36427563428878784,454,797,1498,1075
292,25,0.265001118183136,0,3,1832,534
293,33,0.37386801838874817,456,807,1501,1074
294,33,0.6358563899993896,460,810,1468,1071
294,33,0.39220693707466125,868,426,905,465
295,33,0.5810906887054443,461,812,1462,1072
296,33,0.6396710276603699,884,592,919,632
296,33,0.5985017418861389,448,818,1463,1071
296,33,0.3288800120353699,6,14,1800,542
297,33,0.6390511393547058,884,592,919,632
297,33,0.6004062294960022,460,813,1465,1071
297,33,0.32598450779914856,7,14,1800,542
298,33,0.6468026041984558,884,592,919,632
298,33,0.6193613409996033,448,818,1463,1071
298,33,0.3015405833721161,4,6,1798,522
299,33,0.40525496006011963,460,817,1473,1071
299,33,0.3798799514770508,887,719,935,772
300,33,0.387325257062912,460,817,1471,1071
300,33,0.32774850726127625,887,719,935,772
301,33,0.7227504849433899,970,651,1020,731
301,33,0.46623560786247253,450,819,1463,1070
302,33,0.7214784026145935,970,652,1020,731
302,33,0.47411802411079407,450,819,1463,1070
303,33,0.6939280033111572,970,652,1020,731
303,33,0.4509560167789459,450,818,1463,1070
304,33,0.6177529096603394,460,813,1465,1069
304,33,0.438653826713562,975,505,992,534
304,33,0.3282642066478729,6,5,1855,535
304,33,0.26905304193496704,901,531,927,555
304,33,0.26726600527763367,970,503,992,534
305,33,0.585326611995697,460,813,1465,1069
305,33,0.46065783500671387,975,505,992,534
305,33,0.30296793580055237,901,531,927,555
305,33,0.2659569978713989,5,3,1857,521
305,33,0.25403425097465515,970,502,993,534
306,33,0.511816680431366,462,812,1462,1071
306,33,0.26699963212013245,906,713,927,734
307,33,0.5165073275566101,462,812,1462,1071
307,33,0.26883453130722046,906,713,927,734
308,33,0.5296632647514343,462,812,1462,1071
308,33,0.2700778543949127,906,713,927,734
309,33,0.4423442780971527,450,816,1463,1072
310,33,0.47938278317451477,459,812,1470,1074
311,33,0.4802413582801819,459,812,1471,1074
312,33,0.47935613989830017,459,812,1470,1074
313,33,0.46513548493385315,460,814,1463,1071
313,33,0.42054733633995056,913,336,1167,541
314,33,0.46973761916160583,460,814,1463,1071
314,33,0.4540836215019226,913,336,1167,541
328,33,0.7235544323921204,1,555,495,1071
329,33,0.7190015316009521,1,554,495,1071
349,25,0.29741862416267395,1,939,462,1080
350,25,0.29837438464164734,1,939,462,1080
351,33,0.4850320518016815,5,499,1501,1066
351,33,0.30542999505996704,2,504,914,1074
352,33,0.4968102276325226,5,499,1503,1066
352,33,0.307668536901474,2,504,913,1074
353,33,0.49220266938209534,5,499,1501,1066
353,33,0.31139886379241943,2,504,914,1074
354,33,0.8957099914550781,0,194,1221,1079
355,33,0.8948644399642944,0,194,1221,1079
356,33,0.8886761665344238,14,0,1275,1080
357,33,0.8888542056083679,14,0,1275,1080
358,33,0.8824707269668579,14,0,1274,1080
359,33,0.8690747022628784,41,0,1266,1077
359,33,0.27504032850265503,473,700,1465,1064
359,33,0.2587369978427887,889,692,1154,881
360,33,0.8723092079162598,41,0,1266,1077
360,33,0.2682194113731384,473,700,1465,1064
360,33,0.25800928473472595,889,692,1154,881
361,33,0.8892898559570312,24,2,1225,1077
361,33,0.25088930130004883,475,700,1466,1064
362,33,0.8893668055534363,24,2,1225,1077
362,33,0.2525971531867981,475,700,1466,1064
363,33,0.8862960934638977,24,2,1226,1077
363,33,0.2556471526622772,475,700,1466,1064
364,33,0.9339000582695007,36,2,1230,1078
364,33,0.319410502910614,889,692,1154,883
365,33,0.9326452612876892,36,1,1230,1078
365,33,0.3225799798965454,889,692,1154,883
366,39,0.5514025688171387,9,440,60,595
366,45,0.5398145318031311,1399,896,1688,1017
366,75,0.3762139081954956,1346,18,1817,1009
367,39,0.5467044711112976,9,440,60,595
367,45,0.5352703928947449,1399,896,1688,1017
367,75,0.37576353549957275,1346,18,1817,1009
368,39,0.5476896166801453,9,440,60,595
368,45,0.525791347026825,1399,896,1688,1017
368,75,0.38148126006126404,1346,18,1817,1010
369,39,0.5460261702537537,9,440,60,595
369,45,0.5258916616439819,1399,896,1688,1017
369,75,0.38381946086883545,1346,18,1817,1010
370,39,0.5448846817016602,9,440,60,595
370,45,0.5377382040023804,1399,896,1688,1017
370,75,0.4036843776702881,1346,17,1816,1010
371,39,0.541537344455719,9,440,60,595
371,45,0.5383123159408569,1399,896,1688,1017
371,75,0.40233707427978516,1346,17,1816,1010
372,39,0.54218590259552,9,440,60,595
372,45,0.5378231406211853,1399,896,1688,1017
372,75,0.4036802351474762,1346,17,1816,1010
373,45,0.5735259056091309,1399,897,1688,1017
373,39,0.5319703221321106,9,440,60,595
373,75,0.3097962439060211,1345,18,1816,1008
374,45,0.5727086663246155,1399,897,1688,1017
374,39,0.5423599481582642,9,440,60,595
374,75,0.3105941116809845,1345,19,1817,1008
375,39,0.5525879859924316,9,440,60,595
375,45,0.5306804180145264,1399,896,1688,1017
375,77,0.3816097378730774,763,9,1303,1038
375,75,0.37426793575286865,1345,20,1816,1009
375,39,0.2589765191078186,58,473,136,597
376,39,0.5527207851409912,9,440,60,595
376,45,0.5243193507194519,1399,896,1688,1017
376,77,0.38280773162841797,763,9,1303,1038
376,75,0.37825697660446167,1345,20,1816,1009
376,39,0.2590077817440033,58,473,136,597
377,39,0.5535537004470825,9,440,60,595
377,45,0.5223682522773743,1399,896,1688,1017
377,77,0.38554680347442627,763,9,1303,1038
377,75,0.3736119866371155,1345,20,1816,1009
377,39,0.25927093625068665,58,473,136,597
378,39,0.5094531774520874,9,441,60,595
378,75,0.46631842851638794,1331,4,1815,1017
378,45,0.4098656475543976,1397,897,1688,1017
379,39,0.5161429047584534,9,440,60,595
379,75,0.4656459093093872,1331,4,1815,1017
379,45,0.4114742875099182,1397,897,1688,1017
380,39,0.5282865762710571,9,440,60,595
380,45,0.4779990613460541,1398,896,1689,1017
380,39,0.2524058520793915,58,473,136,597
381,39,0.5277624726295471,9,440,60,595
381,45,0.4769173562526703,1398,896,1689,1017
381,39,0.2562219798564911,58,473,136,597
381,75,0.2506968379020691,1346,17,1817,1009
382,39,0.5277595520019531,9,440,60,595
382,45,0.4782831370830536,1398,896,1689,1017
382,39,0.2558016777038574,58,473,136,597
382,75,0.25102895498275757,1346,17,1817,1009
383,39,0.5332151055335999,9,440,60,595
383,45,0.44167548418045044,1398,896,1688,1017
383,75,0.39792150259017944,1345,17,1816,1010
383,39,0.3319733440876007,1037,71,1093,240
383,39,0.26108187437057495,58,474,136,597
384,39,0.5323064923286438,9,440,60,595
384,45,0.4406565725803375,1399,896,1688,1017
384,75,0.3969424068927765,1345,18,1816,1010
384,39,0.33994585275650024,1037,71,1093,240
384,39,0.2591444253921509,58,474,136,597
385,39,0.5335787534713745,1038,72,1092,239
385,39,0.49810487031936646,9,441,60,595
385,45,0.48307305574417114,1398,896,1688,1017
385,75,0.37521517276763916,1347,18,1816,1010
385,39,0.3315858542919159,1086,87,1134,244
386,39,0.527563750743866,1038,72,1092,239
386,39,0.5138838887214661,9,441,60,595
386,45,0.49047181010246277,1398,896,1688,1017
386,75,0.3744758665561676,1347,18,1816,1009
386,39,0.3254498839378357,1086,87,1134,244
387,39,0.5193299651145935,1038,72,1092,239
387,39,0.5100101828575134,9,441,60,595
387,45,0.4910432696342468,1398,896,1688,1017
387,75,0.3761765658855438,1347,18,1816,1009
387,39,0.31438031792640686,1086,87,1134,244
388,39,0.4955812096595764,1038,72,1093,239
388,45,0.4878307580947876,1399,896,1688,1017
388,39,0.4697483777999878,9,441,60,595
388,75,0.35502442717552185,1348,19,1816,1009
388,39,0.29753416776657104,1086,87,1134,244
389,39,0.5085194706916809,1038,72,1093,239
389,45,0.49157410860061646,1399,896,1688,1017
389,39,0.47157934308052063,9,441,60,595
389,75,0.35168886184692383,1348,19,1816,1009
389,39,0.3086535930633545,1086,87,1134,244
390,39,0.5376631617546082,1038,72,1092,239
390,45,0.49442800879478455,1398,896,1688,1017
390,39,0.48561331629753113,9,441,60,595
390,75,0.3774263858795166,1348,19,1816,1009
390,39,0.3344878852367401,1086,87,1134,244
390,72,0.25881123542785645,158,0,1888,1034
391,39,0.5412933826446533,1038,72,1092,239
391,45,0.49370861053466797,1398,896,1688,1017
391,39,0.488452672958374,9,441,60,595
391,75,0.3779580593109131,1348,19,1816,1009
391,39,0.34056949615478516,1086,87,1134,244
391,72,0.2643973231315613,160,0,1888,1035
392,39,0.542057454586029,1038,72,1092,239
392,45,0.49262842535972595,1398,896,1688,1017
392,39,0.49064943194389343,9,441,60,595
392,75,0.3772265315055847,1348,19,1816,1009
392,39,0.3395693302154541,1086,87,1134,244
392,72,0.2625787854194641,159,0,1888,1035
393,39,0.557392418384552,1037,72,1093,240
393,39,0.49088406562805176,9,441,60,595
393,45,0.4805617034435272,1398,895,1688,1017
393,75,0.3826204836368561,1347,19,1816,1009
393,39,0.3557290732860565,1086,86,1134,244
394,39,0.5557977557182312,1037,72,1093,240
394,39,0.49833959341049194,9,441,60,595
394,45,0.48208916187286377,1398,895,1688,1017
394,75,0.3895764648914337,1347,19,1816,1009
394,39,0.35769540071487427,1086,86,1134,244
395,39,0.5441888570785522,1038,72,1093,240
395,39,0.5249567031860352,9,441,60,595
395,45,0.4560486972332001,1398,895,1688,1017
395,75,0.3660971522331238,1348,19,1817,1010
395,39,0.34035149216651917,1086,86,1134,244
395,72,0.27317580580711365,93,0,1877,1040
395,39,0.26196226477622986,59,473,135,597
396,39,0.5455408096313477,1038,72,1093,240
396,39,0.5216180086135864,9,441,60,595
396,45,0.45629602670669556,1398,895,1688,1017
396,75,0.3654027283191681,1348,19,1817,1010
396,39,0.34299230575561523,1086,86,1134,244
396,72,0.27000194787979126,93,0,1877,1040
396,39,0.25781339406967163,59,473,135,597
397,39,0.5435616970062256,1038,72,1093,240
397,39,0.5274263620376587,9,441,60,595
397,45,0.4548531770706177,1398,895,1688,1017
397,75,0.3667263984680176,1348,19,1817,1010
397,39,0.3413853347301483,1086,86,1134,244
397,72,0.2741473317146301,91,0,1877,1040
397,39,0.26699212193489075,59,474,135,597
398,39,0.5496729016304016,1038,71,1092,239
398,39,0.5280683636665344,9,441,60,595
398,45,0.5148669481277466,1398,896,1688,1017
398,72,0.36761295795440674,57,0,1884,1042
398,75,0.3427031934261322,1347,19,1816,1008
398,39,0.32461243867874146,1086,85,1134,244
398,39,0.26445871591567993,59,474,136,597
399,39,0.5493314266204834,1038,71,1092,239
399,39,0.5205076932907104,9,441,60,595
399,45,0.5099838972091675,1398,896,1688,1017
399,72,0.3638996183872223,56,0,1884,1043
399,75,0.3441396653652191,1347,19,1816,1008
399,39,0.3210345208644867,1086,86,1134,244
399,39,0.25848665833473206,59,474,136,597
400,39,0.5893662571907043,9,440,60,595
400,39,0.5842159390449524,1038,72,1092,239
400,45,0.4962083697319031,1399,896,1688,1017
400,77,0.43377014994621277,472,347,1071,1039
400,39,0.374075323343277,1086,88,1134,244
400,75,0.35589706897735596,1346,18,1816,1009
400,39,0.29021787643432617,58,474,136,597
401,39,0.5939357280731201,9,440,60,595
401,39,0.5833622217178345,1038,72,1092,239
401,45,0.4963494837284088,1399,896,1688,1017
401,77,0.43912574648857117,472,347,1071,1039
401,39,0.3733769357204437,1086,88,1134,244
401,75,0.35559916496276855,1346,18,1816,1009
401,39,0.30681315064430237,59,474,136,597
402,39,0.6018678545951843,9,440,60,595
402,39,0.5864626169204712,1038,72,1092,239
402,45,0.49916717410087585,1399,896,1688,1017
402,77,0.4276004731655121,472,347,1071,1039
402,39,0.36806732416152954,1086,88,1134,244
402,75,0.3542194366455078,1347,18,1816,1009
402,39,0.31248822808265686,58,474,136,597
403,0,0.5481858849525452,504,238,1059,1069
403,39,0.5309671759605408,9,441,60,595
403,45,0.49559175968170166,1399,896,1688,1017
403,39,0.46967649459838867,1038,73,1092,239
403,75,0.3006938397884369,1348,18,1816,1008
403,39,0.26953527331352234,1086,87,1133,244
403,39,0.26453641057014465,59,473,136,597
404,0,0.5474259257316589,504,238,1059,1069
404,39,0.5373395085334778,9,440,60,595
404,45,0.49390971660614014,1399,896,1688,1017
404,39,0.4703003466129303,1038,73,1092,239
404,75,0.2999683916568756,1348,18,1816,1008
404,39,0.27884459495544434,58,473,136,597
404,39,0.27241694927215576,1086,86,1133,244
405,39,0.5766918063163757,1037,71,1093,239
405,39,0.5257366895675659,9,440,60,595
405,45,0.40324434638023376,1399,895,1689,1017
405,75,0.38795119524002075,1346,15,1817,1010
405,39,0.3624156713485718,1086,86,1134,244
405,39,0.28250983357429504,58,473,136,597
405,0,0.2650699317455292,441,204,1152,1059
406,39,0.5832163095474243,1037,71,1093,239
406,39,0.5312217473983765,9,440,60,595
406,45,0.40492376685142517,1399,895,1689,1017
406,75,0.38697564601898193,1346,15,1816,1010
406,39,0.36844342947006226,1086,87,1134,244
406,39,0.28960302472114563,58,473,136,597
406,0,0.2727302014827728,441,204,1152,1059
407,39,0.5835446715354919,1037,71,1093,239
407,39,0.530509889125824,9,440,60,595
407,45,0.4070444405078888,1399,895,1689,1017
407,75,0.386806458234787,1346,15,1817,1010
407,39,0.36273178458213806,1086,87,1134,244
407,39,0.2906425893306732,59,473,136,597
407,0,0.260433167219162,441,205,1156,1059
408,0,0.6000878810882568,391,140,1128,1065
408,39,0.5164123773574829,9,440,60,595
408,45,0.4473634958267212,1399,895,1688,1017
408,75,0.30779653787612915,1347,17,1817,1009
408,39,0.3003213703632355,59,472,136,597
408,72,0.28896474838256836,43,3,1895,1044
409,0,0.6168232560157776,391,140,1127,1065
409,39,0.5179856419563293,9,440,60,595
409,45,0.4462150037288666,1399,895,1688,1017
409,75,0.3086233139038086,1347,17,1817,1009
409,39,0.3023436963558197,58,472,136,597
409,72,0.2898029386997223,43,3,1895,1044
410,45,0.46841979026794434,1399,896,1688,1017
410,39,0.39466917514801025,9,443,60,594
410,75,0.3933337926864624,1347,17,1817,1010
410,0,0.28839537501335144,418,224,833,1073
410,39,0.2549409568309784,1036,72,1092,241
411,45,0.4683682322502136,1399,896,1688,1017
411,75,0.39270931482315063,1347,17,1817,1010
411,39,0.38944703340530396,9,443,60,594
411,0,0.2859342694282532,418,224,832,1073
411,39,0.2642461359500885,1036,72,1092,241
412,45,0.46823981404304504,1399,896,1688,1017
412,75,0.39306169748306274,1347,17,1817,1010
412,39,0.385125994682312,9,443,60,594
412,0,0.2894500494003296,419,224,833,1073
412,39,0.2582552433013916,1036,72,1092,241
413,45,0.4746643900871277,1399,896,1688,1017
413,39,0.4170912206172943,9,442,60,594
413,75,0.36922821402549744,1347,19,1817,1010
414,45,0.47843730449676514,1399,896,1688,1017
414,39,0.42212557792663574,9,442,60,594
414,75,0.3692171275615692,1347,19,1817,1010
415,45,0.47476303577423096,1399,895,1688,1017
415,39,0.404611736536026,10,444,60,594
415,75,0.32813024520874023,1349,19,1817,1010
416,45,0.47834816575050354,1399,895,1688,1017
416,39,0.4127010703086853,10,444,60,594
416,75,0.3273647725582123,1349,19,1817,1010
417,45,0.47653090953826904,1399,895,1688,1017
417,39,0.413249671459198,10,444,60,594
417,75,0.3274948000907898,1349,19,1817,1010
418,45,0.48674455285072327,1399,895,1688,1017
418,39,0.40179067850112915,10,443,60,594
418,75,0.30344992876052856,1350,19,1817,1010
419,45,0.48612043261528015,1399,895,1688,1017
419,39,0.39697909355163574,10,443,60,594
419,75,0.30387359857559204,1350,20,1817,1010
420,0,0.5657738447189331,376,201,1185,1071
420,45,0.48357805609703064,1399,895,1688,1017
420,39,0.3794334828853607,10,443,60,594
420,75,0.30675169825553894,1350,19,1817,1010
421,0,0.5764374136924744,375,202,1185,1071
421,45,0.4816909730434418,1399,895,1688,1017
421,39,0.3685987591743469,10,443,60,594
421,75,0.30632415413856506,1350,19,1817,1010
422,0,0.5724295377731323,375,201,1185,1071
422,45,0.4838225245475769,1399,895,1688,1017
422,39,0.36844757199287415,10,443,60,594
422,75,0.3061944842338562,1350,19,1817,1010
423,0,0.69441819190979,348,209,1174,1071
423,45,0.4568730592727661,1399,895,1688,1017
423,39,0.36968833208084106,10,443,60,594
423,75,0.3273307681083679,1349,20,1817,1010
424,0,0.6911201477050781,348,209,1175,1071
424,45,0.4624457061290741,1399,895,1688,1017
424,39,0.36286768317222595,10,443,60,594
424,75,0.3264930546283722,1349,20,1817,1009
425,0,0.8009143471717834,360,204,1178,1069
425,45,0.46860751509666443,1399,895,1688,1017
425,39,0.407017320394516,10,443,60,594
425,75,0.343143105506897,1349,19,1817,1010
426,0,0.8009529709815979,360,204,1178,1069
426,45,0.46880489587783813,1399,895,1688,1017
426,39,0.4158340096473694,10,443,60,594
426,75,0.3436086177825928,1349,19,1817,1010
427,0,0.8020105957984924,360,204,1178,1069
427,45,0.4686436951160431,1399,895,1688,1017
427,39,0.4166947603225708,10,443,60,594
427,75,0.34434717893600464,1349,19,1817,1010
428,0,0.7544710040092468,381,188,1196,1071
428,75,0.44779375195503235,1347,17,1816,1010
428,45,0.41746729612350464,1398,895,1688,1017
428,39,0.3708457946777344,10,443,60,594
429,0,0.7610856890678406,380,188,1196,1071
429,75,0.4470753073692322,1347,17,1816,1010
429,45,0.41739949584007263,1398,895,1688,1017
429,39,0.37355220317840576,10,443,60,594
430,0,0.4976653754711151,398,178,1176,1068
430,39,0.43738532066345215,10,442,60,595
430,45,0.42416682839393616,1398,895,1688,1017
430,75,0.42119699716567993,1347,18,1816,1011
431,0,0.495577335357666,400,178,1178,1068
431,39,0.4337955713272095,10,442,60,595
431,45,0.42420831322669983,1398,895,1688,1017
431,75,0.41807684302330017,1347,18,1816,1011
432,0,0.4994949400424957,398,179,1176,1068
432,39,0.4295908212661743,10,442,60,595
432,45,0.4239562153816223,1398,895,1688,1017
432,75,0.4175284206867218,1347,18,1816,1011
433,75,0.4611833691596985,1347,18,1816,1011
433,45,0.4275645911693573,1399,895,1688,1017
433,39,0.3807903230190277,10,443,60,594
434,75,0.4564029276371002,1347,18,1816,1011
434,45,0.4277689754962921,1399,895,1688,1017
434,39,0.3791171908378601,10,443,60,594
435,75,0.4353010356426239,1347,18,1816,1011
435,45,0.4175291061401367,1399,895,1688,1017
435,39,0.3918451964855194,10,443,60,594
435,0,0.3906311094760895,463,209,1166,1071
436,75,0.43582481145858765,1347,18,1816,1011
436,45,0.4231555759906769,1399,895,1688,1017
436,0,0.39664819836616516,464,208,1168,1071
436,39,0.39203694462776184,10,443,60,594
437,75,0.43774673342704773,1347,18,1816,1011
437,45,0.4203459918498993,1399,895,1688,1017
437,39,0.3898029625415802,10,443,60,594
437,0,0.3813096582889557,464,211,1158,1071
438,10,0.27670884132385254,0,4,335,1066
438,55,0.2628021240234375,1,4,337,1060
439,10,0.29681408405303955,0,4,334,1066
439,55,0.28530174493789673,1,4,336,1062
440,10,0.3256487250328064,0,4,333,1066
440,55,0.3153236210346222,1,5,336,1063
441,10,0.37455588579177856,0,5,332,1067
441,55,0.29889610409736633,1,4,336,1062
442,10,0.39545878767967224,0,5,332,1066
442,55,0.308379590511322,1,4,336,1062
443,55,0.3390836715698242,1,4,335,1062
443,10,0.3366832137107849,0,5,332,1066
443,33,0.2857344448566437,719,43,1919,1070
444,55,0.35709795355796814,1,5,335,1062
444,10,0.33388403058052063,0,4,332,1066
444,33,0.28741827607154846,724,42,1919,1070
445,4,0.6284272074699402,379,1,1909,1063
445,55,0.35535335540771484,1,5,334,1062
445,10,0.30187973380088806,0,4,331,1066
446,4,0.6301482915878296,340,1,1909,1062
446,55,0.3362804055213928,1,5,333,1063
446,10,0.31079408526420593,0,5,330,1065
447,4,0.6217977404594421,338,1,1909,1063
447,55,0.3565275967121124,1,5,333,1063
447,10,0.28583410382270813,0,5,330,1065
448,25,0.513235867023468,1830,658,1919,969
448,25,0.3438614010810852,1145,6,1918,972
